iter	Passed	Remaining
186	1508	3331
187	1515	3321
188	1522	3311
189	1530	3302
190	1540	3298
191	1547	3288
192	1554	3278
193	1561	3268
194	1568	3258
195	1578	3254
196	1585	3243
197	1592	3233
198	1599	3223
199	1606	3213
200	1616	3208
201	1623	3198
202	1630	3189
203	1638	3180
204	1646	3172
205	1656	3169
206	1663	3159
207	1671	3150
208	1679	3142
209	1687	3133
210	1697	3129
211	1704	3119
212	1711	3110
213	1718	3100
214	1726	3090
215	1736	3087
216	1743	3077
217	1750	3067
218	1757	3058
219	1765	3048
220	1775	3044
221	1782	3034
222	1790	3026
223	1796	3016
224	1804	3006
225	1814	3002
226	1821	2992
227	1828	2983
228	1835	2973
229	1842	2964
230	1852	2959
231	1860	2950
232	1867	2941
233	1874	2931
234	1881	2922
235	1891	2917
236	1898	2908
237	1906	2899
238	1913	2890
239	1920	2880
240	1931	2876
241	1938	2867
242	1945	2857
243	1952	2848
244	1959	2839
245	1970	2834
246	1977	2825
247	1984	2816
248	1991	2807
249	1998	2798
250	2009	2793
251	2015	2783
252	2023	2774
253	2030	2765
254	2037	2756
255	2048	2752
256	2055	2743
257	2063	2735
258	2071	2726
259	2078	2718
260	2089	2714
261	2098	2707
262	2106	2699
263	2115	2692
264	2124	2685
265	2135	2681
266	2144	2674
267	2153	2667
268	2161	2660
269	2170	2652
270	2182	2649
271	2190	2641
272	2199	2634
273	2207	2626
274	2215	2618
275	2227	2615
276	2235	2606
277	2243	2598
278	2251	2590
279	2258	2581
280	2270	2577
281	2278	2569
282	2286	2561
283	2294	2553
284	2302	2545
285	2314	2540
286	2322	2532
287	2330	2524
288	2338	2516
289	2346	2508
290	2357	2503
291	2365	2495
292	2373	2486
293	2381	2478
294	2388	2469
295	2400	2465
296	2408	2457
297	2416	2448
298	2424	2440
299	2432	2432
300	2444	2428
301	2452	2419
302	2460	2411
303	2469	2404
304	2478	2397
305	2490	2393
306	2498	2384
307	2506	2376
308	2514	2367
309	2521	2358
310	2531	2352
311	2539	2343
312	2546	2334
313	2553	2326
314	2561	2317
315	2571	2311
316	2578	2302
317	2586	2293
318	2593	2284
319	2600	2275
320	2611	2270
321	2620	2262
322	2628	2254
323	2636	2246
324	2645	2238
325	2657	2233
326	2665	2225
327	2673	2216
328	2682	2209
329	2689	2200
330	2700	2194
331	2708	2186
332	2716	2178
333	2724	2170
334	2732	2161
335	2744	2156
336	2753	2148
337	2761	2140
338	2769	2131
339	2777	2123
340	2789	2118
341	2797	2110
342	2804	2101
343	2813	2093
344	2821	2085
345	2832	2079
346	2841	2071
347	2848	2063
348	2856	2054
349	2864	2046
350	2876	2040
351	2884	2032
352	2891	2023
353	2899	2014
354	2907	2006
355	2919	2000
356	2927	1992
357	2935	1984
358	2943	1976
359	2951	1967
360	2962	1961
361	2970	1952
362	2978	1944
363	2986	1936
364	2994	1927
365	3004	1921
366	3013	1912
367	3020	1904
368	3028	1896
369	3036	1887
370	3047	1881
371	3055	1872
372	3063	1864
373	3071	1855
374	3078	1847
375	3090	1841
376	3098	1832
377	3106	1824
378	3114	1816
379	3123	1808
380	3134	1801
381	3142	1793
382	3149	1784
383	3158	1776
384	3165	1767
385	3176	1761
386	3184	1752
387	3192	1744
388	3200	1735
389	3208	1727
390	3219	1721
391	3229	1713
392	3237	1705
393	3246	1697
394	3254	1688
395	3264	1681
396	3272	1673
397	3280	1664
398	3288	1656
399	3297	1648
400	3312	1643
401	3322	1636
402	3333	1629
403	3341	1621
404	3349	1612
405	3362	1606
406	3370	1598
407	3380	1590
408	3388	1582
409	3397	1574
410	3411	1568
411	3420	1560
412	3427	1551
413	3434	1543
414	3442	1534
415	3452	1527
416	3459	1518
417	3466	1509
418	3474	1500
419	3481	1492
420	3491	1484
421	3498	1475
422	3506	1467
423	3513	1458
424	3521	1449
425	3531	1442
426	3538	1433
427	3545	1425
428	3553	1416
429	3560	1407
430	3572	1400
431	3581	1392
432	3588	1384
433	3595	1375
434	3604	1367
435	3616	1360
436	3623	1351
437	3631	1343
438	3640	1335
439	3647	1326
440	3658	1319
441	3666	1310
442	3675	1302
443	3682	1293
444	3690	1285
445	3701	1278
446	3708	1269
447	3715	1260
448	3723	1252
449	3730	1243
450	3741	1236
451	3748	1227
452	3756	1218
453	3763	1210
454	3770	1201
455	3779	1193
456	3787	1185
457	3794	1176
458	3801	1167
459	3808	1158
460	3818	1151
461	3824	1142
462	3831	1133
463	3838	1125
464	3845	1116
465	3855	1108
466	3861	1099
467	3868	1091
468	3875	1082
469	3882	1073
470	3893	1066
471	3900	1057
472	3907	1049
473	3915	1040
474	3923	1032
475	3934	1024
476	3942	1016
477	3950	1008
478	3957	999
479	3965	991
480	3975	983
481	3982	975
482	3990	966
483	3997	958
484	4004	949
485	4015	941
486	4023	933
487	4030	925
488	4038	916
489	4045	908
490	4056	900
491	4063	892
492	4071	883
493	4078	875
494	4086	866
495	4097	859
496	4105	850
497	4116	843
498	4126	835
499	4137	827
500	4154	820
501	4164	812
502	4199	809
503	4208	801
504	4218	793
505	4231	786
506	4240	777
507	4250	769
508	4258	761
509	4266	752
510	4277	744
511	4284	736
512	4293	728
513	4302	719
514	4309	711
515	4321	703
516	4329	695
517	4337	686
518	4345	678
519	4353	669
520	4365	661
521	4374	653
522	4383	645
523	4392	637
524	4400	628
525	4412	620
526	4420	612
527	4428	603
528	4436	595
529	4444	587
530	4456	579
531	4463	570
532	4472	562
533	4480	553
534	4488	545
535	4499	537
536	4507	528
537	4515	520
538	4523	511
539	4530	503
540	4540	495
541	4547	486
542	4554	478
543	4561	469
544	4567	460
545	4577	452
546	4584	444
547	4591	435
548	4597	427
549	4604	418
550	4614	410
551	4621	401
552	4628	393
553	4635	384
554	4642	376
555	4651	368
556	4658	359
557	4666	351
558	4673	342
559	4679	334
560	4689	326
561	4696	317
562	4703	309
563	4709	300
564	4716	292
565	4726	283
566	4733	275
567	4740	267
568	4747	258
569	4754	250
570	4764	241
571	4771	233
572	4779	225
573	4786	216
574	4793	208
575	4803	200
576	4811	191
577	4818	183
578	4825	175
579	4833	166
580	4843	158
581	4850	150
582	4857	141
583	4865	133
584	4872	124
585	4882	116
586	4888	108
587	4896	99
588	4903	91
589	4911	83
590	4921	74
591	4928	66
592	4935	58
593	4943	49
594	4950	41
595	4960	33
596	4967	24
597	4974	16
598	4982	8
599	4992	0
